"Scenario","rep","estimator","theta","se","ci_l","ci_u","n_np","n_p","n_union","error","phi_1","phi_se_1","phi_ci_l_1","phi_ci_u_1","phi_2","phi_se_2","phi_ci_l_2","phi_ci_u_2","phi_3","phi_se_3","phi_ci_l_3","phi_ci_u_3","phi_4","phi_se_4","phi_ci_l_4","phi_ci_u_4"
"S2",2,"NP",-0.321103224556143,0.0392359094125433,-0.398004193905404,-0.244202255206882,1433,254,1657,NA,-1.9501379580705,NA,NA,NA,-1.72057450908201,NA,NA,NA,0.823446465561704,NA,NA,NA,NA,NA,NA,NA
"S2",2,"NP_P",-0.102990929014363,0.0275192071125085,-0.156927583837978,-0.0490542741907478,1433,254,1657,NA,-2.15701937303743,NA,NA,NA,-1.00051567546529,NA,NA,NA,-0.0830759247369687,NA,NA,NA,NA,NA,NA,NA
"S2",2,"Eff_S",-0.0480583772713682,0.0472972829838626,-0.140759348486338,0.0446425939436016,1433,254,1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",2,"Eff_P",-0.123412895628633,0.0453007437713281,-0.212200721893313,-0.0346250693639532,1433,254,1657,NA,-2.18504646570688,NA,NA,NA,-0.462881801202971,NA,NA,NA,-0.618971464482336,NA,NA,NA,NA,NA,NA,NA
"S2",2,"Eff1_union",-0.0583861205724336,0.0600622994680669,-0.176106064358504,0.0593338232136368,1433,254,1657,NA,-2.17861041854054,0.0866585662153385,-2.34845808727448,-2.00876274980659,-0.491285859785458,0.147411806765411,-0.780207691941641,-0.202364027629276,-0.606192849233419,0.164528798720286,-0.928663369144819,-0.283722329322019,NA,NA,NA,NA
"S2",2,"Eff2_union",-0.0566416868860638,0.0596172177142591,-0.173489286464495,0.0602059126923672,1433,254,1657,NA,-2.17765979829657,0.0864774295939381,-2.34715244577629,-2.00816715081686,-0.486884967256,0.145493868383673,-0.77204770925941,-0.20172222525259,-0.609421187392967,0.163354541622744,-0.929590205684594,-0.28925216910134,NA,NA,NA,NA
"S2",2,"Eff1",0.00264122421415298,0.0315187893094614,-0.0591344676686975,0.0644169160970035,1433,254,1657,NA,-2.15228214320079,0.0384594578462888,-2.22766129544445,-2.07690299095713,-0.540334108205601,0.128525077306519,-0.792238630836605,-0.288429585574598,-0.633719971602099,0.163293890304759,-0.953770115494861,-0.313669827709337,NA,NA,NA,NA
"S2",2,"Eff2",-0.00465767480557017,0.0312282658601656,-0.0658639511911365,0.0565486015799961,1433,254,1657,NA,-2.15387771950943,0.0381814171543357,-2.22871192201063,-2.07904351700823,-0.55540173135914,0.134889706046824,-0.81978069709611,-0.29102276562217,-0.612271721656791,0.172925413146441,-0.951199303435524,-0.273344139878057,NA,NA,NA,NA
"S2",3,"P",-0.0787137276092489,0.0995247222796071,-0.27377859884863,0.116351143630132,1546,217,1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",3,"NP",0.234408071574265,0.0757760102186798,0.0858898206535134,0.382926322495016,1546,217,1734,NA,-1.89224833809308,NA,NA,NA,0.468688993528088,NA,NA,NA,-1.96366911157207,NA,NA,NA,NA,NA,NA,NA
"S2",3,"NP_P",-0.13956017712458,0.0266343568348462,-0.191762557272266,-0.0873577969768929,1546,217,1734,NA,-2.16384067848208,NA,NA,NA,-1.11800925446509,NA,NA,NA,-0.0439127379637056,NA,NA,NA,NA,NA,NA,NA
"S2",3,"Eff_S",0.0266436478146899,0.032786326903243,-0.037616372101023,0.0909036677304028,1546,217,1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",3,"Eff_P",0.0368235583955195,0.0397718183415366,-0.0411277731535618,0.114774889944601,1546,217,1734,NA,-1.89337549200785,NA,NA,NA,-0.426462559938026,NA,NA,NA,-0.91971336577801,NA,NA,NA,NA,NA,NA,NA
"S2",3,"Eff1_union",0.0202329881077834,0.0413554592158395,-0.0608222225193771,0.101288198734944,1546,217,1734,NA,-1.87390260772343,0.0977853857619776,-2.06555844203126,-1.6822467734156,-0.463630070444137,0.19139821884502,-0.838763686085491,-0.0884964548027835,-0.916301743694548,0.184360870177328,-1.27764240940058,-0.55496107798852,NA,NA,NA,NA
"S2",3,"Eff2_union",0.0207213601440677,0.0409937982990371,-0.0596250081115444,0.10106772839968,1546,217,1734,NA,-1.87933148864041,0.0964735886951958,-2.06841624794232,-1.6902467293385,-0.457301199069151,0.193016390704755,-0.835606373276381,-0.0789960248619202,-0.918450409916477,0.183478795377447,-1.27806224078307,-0.558838579049886,NA,NA,NA,NA
"S2",3,"Eff1",-0.00496888611855834,0.0260552397693716,-0.0560362176750824,0.0460984454379657,1546,217,1734,NA,-2.11719632582481,0.0400053855950829,-2.19560544077881,-2.03878721087081,-0.441630785754891,0.127867805593235,-0.6922470794998,-0.191014492009981,-0.82199470818271,0.164438524456494,-1.14428829378835,-0.499701122577073,NA,NA,NA,NA
"S2",3,"Eff2",-0.00661722017780023,0.0277804509880059,-0.0610659035885719,0.0478314632329714,1546,217,1734,NA,-2.11667763025194,0.0399828940395757,-2.19504266256719,-2.03831259793669,-0.452098256012668,0.132213970060306,-0.711232875583925,-0.19296363644141,-0.807730020163187,0.169935025815262,-1.14079655047299,-0.474663489853388,NA,NA,NA,NA
"S2",4,"P",0.0912021851788526,0.0603957141038174,-0.0271712392852073,0.209575609642912,1503,232,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",4,"NP",-0.684897318515912,0.0591453064667648,-0.800819989045355,-0.568974647986469,1503,232,1716,NA,-0.789490361780309,NA,NA,NA,-3.08111196878568,NA,NA,NA,2.68171728913624,NA,NA,NA,NA,NA,NA,NA
"S2",4,"NP_P",0.0301274739438316,0.0291012820900945,-0.0269099908566942,0.0871649387443574,1503,232,1716,NA,-2.14087341006694,NA,NA,NA,-0.174556171660936,NA,NA,NA,-1.12612779676845,NA,NA,NA,NA,NA,NA,NA
"S2",4,"Eff_S",0.00503468891822744,0.0367155759818959,-0.0669265176779323,0.0769958955143871,1503,232,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",4,"Eff_P",0.108360222183885,0.0443256964728975,0.0214834535073517,0.195236990860418,1503,232,1716,NA,-1.96739402268557,NA,NA,NA,-0.755632624052374,NA,NA,NA,-0.611772975284409,NA,NA,NA,NA,NA,NA,NA
"S2",4,"Eff1_union",0.0356946276095253,0.0426696098627774,-0.0479362709558936,0.119325526174944,1503,232,1716,NA,-1.94448039235669,0.0934645881254619,-2.12766761891247,-1.76129316580092,-0.790920285670519,0.162893336642685,-1.11018535881174,-0.471655212529299,-0.621128646835858,0.167970230364357,-0.950344248824894,-0.291913044846822,NA,NA,NA,NA
"S2",4,"Eff2_union",0.0362596777102489,0.0429340941000718,-0.0478896004347455,0.120408955855243,1503,232,1716,NA,-1.9478128118529,0.0933638208841231,-2.13080253824483,-1.76482308546097,-0.791164934590627,0.163165984491064,-1.11096438769513,-0.471365481486121,-0.610324748087741,0.167544407979644,-0.938705753538928,-0.281943742636553,NA,NA,NA,NA
"S2",4,"Eff1",-0.0498436882008882,0.0272714360320452,-0.103294720630385,0.00360734422860825,1503,232,1716,NA,-2.11730793035873,0.0394899825577435,-2.19470687392202,-2.03990898679544,-0.623601933833464,0.117571363748032,-0.854037572392864,-0.393166295274063,-0.531718616629019,0.150054803586591,-0.825820627365969,-0.237616605892069,NA,NA,NA,NA
"S2",4,"Eff2",-0.0383080785948442,0.0271391867182756,-0.0914999071323722,0.0148837499426838,1503,232,1716,NA,-2.12769282342543,0.0383761149319449,-2.20290862655861,-2.05247702029225,-0.546010635852858,0.115697662860836,-0.772773888155554,-0.319247383550163,-0.629865216420236,0.149138345762167,-0.922171002827964,-0.337559430012507,NA,NA,NA,NA
"S2",5,"P",-0.0520558424464106,0.108698591571508,-0.265101167096795,0.160989482203974,1514,285,1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",5,"NP",-0.401345745127079,0.0319105330307066,-0.46388924059474,-0.338802249659419,1514,285,1773,NA,-1.80608747989209,NA,NA,NA,-1.84756582989185,NA,NA,NA,1.0176375937223,NA,NA,NA,NA,NA,NA,NA
"S2",5,"NP_P",0.403467722389443,0.0412427833854075,0.322633352331858,0.484302092447029,1514,285,1773,NA,-1.20258631073605,NA,NA,NA,2.12857245123738,NA,NA,NA,-4.9066013995759,NA,NA,NA,NA,NA,NA,NA
"S2",5,"Eff_S",-0.066597958011629,0.0679131156291542,-0.199705218722675,0.0665093026994175,1514,285,1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",5,"Eff_P",0.0853163464575655,0.0502833081232031,-0.0132371264874429,0.183869819402574,1514,285,1773,NA,-2.1852668224368,NA,NA,NA,-0.617301829955138,NA,NA,NA,-0.635461781365687,NA,NA,NA,NA,NA,NA,NA
"S2",5,"Eff1_union",0.0425476381383992,0.0539637869709023,-0.0632194407939611,0.14831471707076,1514,285,1773,NA,-2.17075816031388,0.0865908900170568,-2.34047318613658,-2.00104313449118,-0.648081095227669,0.144108781868824,-0.930529117546502,-0.365633072908836,-0.625049848584841,0.156469304910546,-0.931724050895526,-0.318375646274155,NA,NA,NA,NA
"S2",5,"Eff2_union",0.0462421945879928,0.0534480600852674,-0.0585140782226641,0.15099846739865,1514,285,1773,NA,-2.1682330013377,0.0866411177783854,-2.33804647176362,-1.99841953091177,-0.650327085646783,0.142354174090763,-0.929336139913624,-0.371318031379943,-0.629933307784315,0.155240871698659,-0.93419982524229,-0.325666790326341,NA,NA,NA,NA
"S2",5,"Eff1",-0.0236472658334761,0.0319009020912061,-0.0861718850065785,0.0388773533396263,1514,285,1773,NA,-2.12889328001349,0.036605198683732,-2.20063815108054,-2.05714840894644,-0.574226226935775,0.124266665850943,-0.817784416482496,-0.330668037389053,-0.633775724640558,0.160128957496452,-0.947622714215548,-0.319928735065568,NA,NA,NA,NA
"S2",5,"Eff2",-0.0327651895201333,0.0330240367143024,-0.0974911121042945,0.031960733064028,1514,285,1773,NA,-2.12904502210905,0.036558201488167,-2.20069778036542,-2.05739226385269,-0.603994895915336,0.1283711187952,-0.85559766540904,-0.352392126421632,-0.594240493045589,0.16348483271776,-0.914664877190955,-0.273816108900224,NA,NA,NA,NA
"S2",6,"P",0.0760954659808172,0.0773729628052378,-0.075552754494606,0.22774368645624,1457,283,1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",6,"NP",0.213956362513463,0.0714484909452226,0.0739198935110904,0.353992831515835,1457,283,1712,NA,-2.01930539561571,NA,NA,NA,0.344375496430424,NA,NA,NA,-1.79161762380424,NA,NA,NA,NA,NA,NA,NA
"S2",6,"NP_P",0.120213279715824,0.0311895701555034,0.0590828455177516,0.181343713913895,1457,283,1712,NA,-2.11394164211947,NA,NA,NA,0.132634006853343,NA,NA,NA,-1.52296737236375,NA,NA,NA,NA,NA,NA,NA
"S2",6,"Eff_S",0.025317587818949,0.045037255183605,-0.0629538103034566,0.113588985941355,1457,283,1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",6,"Eff_P",0.0997855959745449,0.0500492234026483,0.00169092065115495,0.197880271297935,1457,283,1712,NA,-2.22238626437686,NA,NA,NA,-0.459824382456517,NA,NA,NA,-0.867514537821472,NA,NA,NA,NA,NA,NA,NA
"S2",6,"Eff1_union",0.083823931565487,0.0506776791524144,-0.0155024943933214,0.183150357524295,1457,283,1712,NA,-2.20688927180449,0.0861741831159104,-2.37578756710884,-2.03799097650015,-0.500397271374106,0.171340094105502,-0.836217684928593,-0.164576857819619,-0.8701083866666,0.175392680014818,-1.2138717226476,-0.526345050685599,NA,NA,NA,NA
"S2",6,"Eff2_union",0.0813984864696546,0.0508512295406955,-0.0182680919996878,0.181065064938997,1457,283,1712,NA,-2.20656785149234,0.0855590715348293,-2.37426055025129,-2.03887515273339,-0.499507114019837,0.170370873710993,-0.833427890508005,-0.16558633753167,-0.855144149571227,0.174705663528212,-1.19756095798169,-0.512727341160759,NA,NA,NA,NA
"S2",6,"Eff1",0.0341308388776863,0.0316254095025559,-0.027853824743654,0.0961155024990266,1457,283,1712,NA,-2.15380867237632,0.0375490939605514,-2.22740354419111,-2.08021380056152,-0.368299472798696,0.141528468063478,-0.64569017299024,-0.0909087726071525,-0.876577447870213,0.183226483269489,-1.23569475609234,-0.517460139648084,NA,NA,NA,NA
"S2",6,"Eff2",0.0302532143241929,0.0309011052454924,-0.030311839039454,0.0908182676878398,1457,283,1712,NA,-2.15241603890598,0.0373272489510317,-2.22557610249197,-2.07925597532,-0.389768695627227,0.137015851199384,-0.658314829289118,-0.121222561965336,-0.847379639769543,0.175558398406725,-1.19146777783026,-0.503291501708829,NA,NA,NA,NA
"S2",7,"P",0.00309746423065756,0.0774290192076948,-0.148660624774684,0.154855553235999,1587,241,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",7,"NP",0.0178008949208264,0.0444193737222727,-0.0692594777906529,0.104861267632306,1587,241,1815,NA,-2.0771666833336,NA,NA,NA,-0.406852640194883,NA,NA,NA,-0.923331073421296,NA,NA,NA,NA,NA,NA,NA
"S2",7,"NP_P",0.28583607833187,0.0375722867966486,0.212195749393629,0.359476407270111,1587,241,1815,NA,-1.74304705491218,NA,NA,NA,1.04826747221212,NA,NA,NA,-3.17926702686065,NA,NA,NA,NA,NA,NA,NA
"S2",7,"Eff_S",-0.0898335819569603,0.0402853338685206,-0.168791385444432,-0.0108757784694884,1587,241,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",7,"Eff_P",0.0337839676137116,0.0460164119747207,-0.0564065425544986,0.123974477781922,1587,241,1815,NA,-2.01616843420203,NA,NA,NA,-0.794248410665518,NA,NA,NA,-0.4711122138189,NA,NA,NA,NA,NA,NA,NA
"S2",7,"Eff1_union",-4.28107768729874e-05,0.0516135342827073,-0.101203479085803,0.101117857532057,1587,241,1815,NA,-1.97978547538532,0.0919937690625423,-2.16008994955,-1.79948100122064,-0.860670735600788,0.157449723005714,-1.1692665220678,-0.552074949133781,-0.444649993231114,0.157283256412027,-0.752919511169864,-0.136380475292363,NA,NA,NA,NA
"S2",7,"Eff2_union",0.00728863806675091,0.0500997632825069,-0.0909050936009449,0.105482369734447,1587,241,1815,NA,-1.98453226279971,0.0902360939819662,-2.16139175710993,-1.80767276848948,-0.850655169757757,0.159101900248501,-1.1624891641167,-0.538821175398811,-0.458294236414375,0.158862748200321,-0.769659501372058,-0.146928971456691,NA,NA,NA,NA
"S2",7,"Eff1",-0.059746256687199,0.0289443851767676,-0.116476209188319,-0.00301630418607948,1587,241,1815,NA,-2.06837810397897,0.0381151701458032,-2.14308246472936,-1.99367374322858,-0.808204424372082,0.125232029577644,-1.05365469205512,-0.562754156689045,-0.382913928780332,0.156018408557745,-0.688704390478769,-0.077123467081895,NA,NA,NA,NA
"S2",7,"Eff2",-0.0560143429093603,0.0278725372749281,-0.11064351212597,-0.00138517369275099,1587,241,1815,NA,-2.07186980537864,0.0373965456791657,-2.14516568805602,-1.99857392270127,-0.787501432899587,0.120181469524876,-1.02305278477744,-0.551950081021732,-0.408117116017106,0.149467056745894,-0.701067164114264,-0.115167067919949,NA,NA,NA,NA
"S2",8,"P",-0.0399725246495199,0.0684070687691607,-0.17404791572503,0.0941028664259897,1462,260,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",8,"NP",-0.270326823921584,0.0374636414163609,-0.343754211827374,-0.196899436015793,1462,260,1699,NA,-2.04092251485045,NA,NA,NA,-1.38066273321028,NA,NA,NA,0.39772070478229,NA,NA,NA,NA,NA,NA,NA
"S2",8,"NP_P",0.018366727742388,0.030204530677822,-0.0408330645560783,0.0775665200408543,1462,260,1699,NA,-2.18749235635569,NA,NA,NA,-0.331220749985,NA,NA,NA,-0.966664542036772,NA,NA,NA,NA,NA,NA,NA
"S2",8,"Eff_S",-0.0504870212902995,0.043556517172883,-0.135856226241151,0.0348821836605516,1462,260,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",8,"Eff_P",-0.0512086949815875,0.0468453035774034,-0.143023802838144,0.0406064128749686,1462,260,1699,NA,-2.2227622053787,NA,NA,NA,-0.661130270691155,NA,NA,NA,-0.558360062048684,NA,NA,NA,NA,NA,NA,NA
"S2",8,"Eff1_union",-0.0347450238437055,0.0507385940612192,-0.134190840829893,0.0647007931424821,1462,260,1699,NA,-2.2050966593885,0.0864310172545806,-2.37449834035464,-2.03569497842236,-0.700289280204345,0.152191854127518,-0.998579833034654,-0.401998727374035,-0.550519725279204,0.158087022094272,-0.860364595007165,-0.240674855551242,NA,NA,NA,NA
"S2",8,"Eff2_union",-0.034954705953039,0.0509709610951068,-0.134855953956841,0.0649465420507625,1462,260,1699,NA,-2.2042451201289,0.0864380444317393,-2.37366057410918,-2.03482966614861,-0.706897498847466,0.151494934211954,-1.00382211374316,-0.409972883951771,-0.544655062167567,0.158699500047171,-0.855700366624534,-0.233609757710599,NA,NA,NA,NA
"S2",8,"Eff1",-0.0513783521022941,0.0283777669346096,-0.106997753255801,0.00424104905121241,1462,260,1699,NA,-2.20158179551903,0.0397885138779531,-2.27956584971819,-2.12359774131987,-0.684518825428341,0.123414715562272,-0.926407223092649,-0.442630427764033,-0.541529045704992,0.15656818710137,-0.848397053548406,-0.234661037861577,NA,NA,NA,NA
"S2",8,"Eff2",-0.0433264183966706,0.0287224236213697,-0.0996213342432577,0.0129684974499166,1462,260,1699,NA,-2.2023138558743,0.0397548380153004,-2.28023190659551,-2.12439580515309,-0.663567317798757,0.126246998408217,-0.911006887835148,-0.416127747762366,-0.568133184342946,0.16092737470527,-0.883545042891856,-0.252721325794035,NA,NA,NA,NA
"S2",9,"P",-0.194331660124394,0.0982845661810674,-0.38696587007543,-0.0016974501733589,1421,254,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",9,"NP",0.102946515926779,0.0730239448538896,-0.0401777859958835,0.246070817849442,1421,254,1650,NA,-2.22889922309872,NA,NA,NA,-0.134057136450456,NA,NA,NA,-1.3326835461283,NA,NA,NA,NA,NA,NA,NA
"S2",9,"NP_P",-0.117563802608387,0.026959010312777,-0.170402491880274,-0.0647251133365002,1421,254,1650,NA,-2.29233081800337,NA,NA,NA,-0.869624902044443,NA,NA,NA,-0.346167685279671,NA,NA,NA,NA,NA,NA,NA
"S2",9,"Eff_S",-0.0626388539331602,0.0657605946390061,-0.19152725102755,0.0662495431612295,1421,254,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",9,"Eff_P",-0.172105352216463,0.0419400150771188,-0.254306271278683,-0.0899044331542432,1421,254,1650,NA,-2.31303556242196,NA,NA,NA,-0.346252348157935,NA,NA,NA,-0.866375294589773,NA,NA,NA,NA,NA,NA,NA
"S2",9,"Eff1_union",-0.068229789589862,0.0557652445109214,-0.177527660420338,0.0410680812406138,1421,254,1650,NA,-2.30252831158163,0.0852460608793517,-2.46960752072907,-2.13544910243419,-0.346464672298397,0.15888978629122,-0.657882930940453,-0.0350464136563403,-0.892231864832575,0.162067422278354,-1.20987817556539,-0.574585554099756,NA,NA,NA,NA
"S2",9,"Eff2_union",-0.0729933733240074,0.0558738255827184,-0.182504059144608,0.0365173124965933,1421,254,1650,NA,-2.30558110234428,0.0849065268294815,-2.47199483698245,-2.13916736770612,-0.371396566019655,0.159545367120268,-0.6840997394756,-0.058693392563709,-0.860245096513498,0.160498301393404,-1.17481598682442,-0.545674206202572,NA,NA,NA,NA
"S2",9,"Eff1",-0.00700768392805406,0.0329253375151905,-0.0715401596366529,0.0575247917805448,1421,254,1650,NA,-2.21810310870426,0.0392025756326186,-2.2949387450454,-2.14126747236312,-0.423952669770764,0.133473813782226,-0.685556537663133,-0.162348801878394,-0.838084604004479,0.173869431272684,-1.1788624273114,-0.497306780697556,NA,NA,NA,NA
"S2",9,"Eff2",0.00257696284112454,0.0350324363283403,-0.066085350653115,0.0712392763353641,1421,254,1650,NA,-2.21959280951314,0.0395758052665662,-2.29715996249478,-2.1420256565315,-0.382212352224389,0.143000470096808,-0.662488123386429,-0.101936581062348,-0.901718649764225,0.18929129287443,-1.27272276638513,-0.530714533143319,NA,NA,NA,NA
"S2",10,"P",-0.14691596465366,0.104430811413914,-0.351596593901226,0.0577646645939048,1534,225,1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",10,"NP",0.874615257445807,0.457907691921989,-0.0228673269651534,1.77209784185677,1534,225,1736,NA,1.30017315035337,NA,NA,NA,4.15453503078914,NA,NA,NA,-6.18156218073359,NA,NA,NA,NA,NA,NA,NA
"S2",10,"NP_P",0.014600266178151,0.0293207102106596,-0.0428672698358776,0.0720678021921796,1534,225,1736,NA,-2.21806297517496,NA,NA,NA,-0.594900999286279,NA,NA,NA,-0.82337090464845,NA,NA,NA,NA,NA,NA,NA
"S2",10,"Eff_S",0.0111883860245092,0.0447946265854355,-0.0766074687838647,0.0989842408328832,1534,225,1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",10,"Eff_P",-0.0832073297179031,0.0450061437085796,-0.171417750469753,0.00500309103394676,1534,225,1736,NA,-2.06861139477596,NA,NA,NA,-0.450882819528071,NA,NA,NA,-0.765483065578021,NA,NA,NA,NA,NA,NA,NA
"S2",10,"Eff1_union",-0.0320909751747359,0.0523471010652039,-0.134689407957614,0.070507457608142,1534,225,1736,NA,-2.06041278322548,0.093147942034629,-2.24297939484738,-1.87784617160358,-0.473201313064486,0.170784065992769,-0.807931931543625,-0.138470694585347,-0.754439947782211,0.186352682568202,-1.11968449403831,-0.38919540152611,NA,NA,NA,NA
"S2",10,"Eff2_union",-0.029566087373335,0.0518431055440709,-0.131176707086423,0.0720445323397527,1534,225,1736,NA,-2.06113145091269,0.0927891990196058,-2.24299493914544,-1.87926796267994,-0.481876806307816,0.171165922621693,-0.817355850026905,-0.146397762588728,-0.753268654587078,0.185900636084444,-1.11762720601568,-0.38891010315848,NA,NA,NA,NA
"S2",10,"Eff1",0.015561917697568,0.0279383111483372,-0.0391961659420468,0.0703200013371826,1534,225,1736,NA,-2.1573859864208,0.04140313950267,-2.23853464869292,-2.07623732414868,-0.596874435145586,0.140827107091304,-0.872890493091507,-0.320858377199664,-0.742799299824853,0.18684472794376,-1.10900823729581,-0.376590362353898,NA,NA,NA,NA
"S2",10,"Eff2",0.0310678335197491,0.0289890973186178,-0.0257497531690684,0.0878854202085666,1534,225,1736,NA,-2.15357355073067,0.0410749396856924,-2.23407895318178,-2.07306814827956,-0.544269533167868,0.144621574381243,-0.827722610342583,-0.260816455993152,-0.803653204198105,0.19444696332359,-1.18476224921552,-0.422544159180688,NA,NA,NA,NA
"S2",11,"P",-0.0518355859694895,0.0789030561213426,-0.206482734237464,0.102811562298485,1546,228,1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",11,"NP",-0.703098558497583,0.0659124635224279,-0.832284613133852,-0.573912503861315,1546,228,1749,NA,-0.643994580982957,NA,NA,NA,-3.01661681046626,NA,NA,NA,2.69535449726276,NA,NA,NA,NA,NA,NA,NA
"S2",11,"NP_P",-0.0141739335589301,0.0300338776069291,-0.0730392519845951,0.0446913848667348,1546,228,1749,NA,-2.12693211882598,NA,NA,NA,-0.627685978112991,NA,NA,NA,-0.637977956158646,NA,NA,NA,NA,NA,NA,NA
"S2",11,"Eff_S",0.0174244207602815,0.0433474818120813,-0.0675350824119028,0.102383923932466,1546,228,1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2",11,"Eff_P",-0.00982094577208713,0.0442677462135873,-0.0965841340274776,0.0769422424833033,1546,228,1749,NA,-1.97967404555596,NA,NA,NA,-0.316314001742611,NA,NA,NA,-0.919863454232461,NA,NA,NA,NA,NA,NA,NA
