"Scenario","rep","estimator","theta","se","ci_l","ci_u","n_np","n_p","n_union","error","phi_1","phi_se_1","phi_ci_l_1","phi_ci_u_1","phi_2","phi_se_2","phi_ci_l_2","phi_ci_u_2","phi_3","phi_se_3","phi_ci_l_3","phi_ci_u_3","phi_4","phi_se_4","phi_ci_l_4","phi_ci_u_4"
"S3",2,"Eff2",-0.0473545649756187,0.0564741742729144,-0.158041912607169,0.063332782655932,1519,254,1731,NA,-1.77727925830454,0.0744238547028377,-1.92314733311274,-1.63141118349633,-0.209127991002744,0.239310245436015,-0.678167453188774,0.259911471183286,0.102534769534641,0.115174778552648,-0.123203648355927,0.328273187425208,0.488049820056152,0.302720367348099,-0.105271197332857,1.08137083744516
"S3",3,"P",-0.095193794001053,0.103759223931606,-0.298558135970827,0.108170547968721,1518,217,1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",3,"NP",-0.145777227225829,0.0292495515547371,-0.203105294837062,-0.0884491596145969,1518,217,1694,NA,-1.84055796677491,NA,NA,NA,-0.546201178296676,NA,NA,NA,0.330088748087632,NA,NA,NA,0.809508965042657,NA,NA,NA
"S3",3,"NP_P",-0.279876409024705,0.0361060996069958,-0.350643063876632,-0.209109754172777,1518,217,1694,NA,-1.94189816669293,NA,NA,NA,-1.37064144625879,NA,NA,NA,0.796740919159514,NA,NA,NA,1.73841057194809,NA,NA,NA
"S3",3,"Eff_S",-0.0966768951964113,0.0924265558074362,-0.277829615794068,0.0844758254012451,1518,217,1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",3,"Eff_P",-0.0661577802329836,0.0364861061694129,-0.137669234261138,0.0053536737951704,1518,217,1694,NA,-1.53278331983972,NA,NA,NA,0.0019314025905737,NA,NA,NA,-0.0687113549605335,NA,NA,NA,0.177473806158066,NA,NA,NA
"S3",3,"Eff1_union",-0.00908682066759463,0.0583060310685669,-0.123364541643459,0.10519090030827,1518,217,1694,NA,-1.50011733730726,0.123091217660137,-1.74137169073431,-1.25886298388021,-0.0470980328062339,0.157675523706183,-0.356136380513844,0.261940314901376,-0.0799650938901521,0.172273300256376,-0.417614557890503,0.257684370110199,0.185865095064827,0.152413354410329,-0.112859590342356,0.48458978047201
"S3",3,"Eff2_union",0.00321789301165339,0.0564914483921647,-0.107503311271493,0.113939097294799,1518,217,1694,NA,-1.48223903665657,0.121763360014404,-1.72089083692138,-1.24358723639175,-0.065686759066805,0.157579394260854,-0.374536696523716,0.243163178390106,-0.110780069221898,0.171093535051395,-0.446117235910273,0.224557097466477,0.175076961345952,0.152343484989206,-0.123510782512211,0.473664705204115
"S3",3,"Eff1",-0.0212567124197016,0.0573690474332091,-0.133697979216161,0.0911845543767581,1518,217,1694,NA,-1.75385220725315,0.0936005515445141,-1.93730591721348,-1.57039849729282,-0.0608721546593419,0.253421458034891,-0.557569085317356,0.435824775998672,0.055047063494345,0.128255385664877,-0.196328873232108,0.306423000220798,0.217155159729179,0.308852404680006,-0.388184429982223,0.822494749440581
"S3",3,"Eff2",-0.0107957594438222,0.0574447148612696,-0.123385331674083,0.101793812786439,1518,217,1694,NA,-1.74421213445891,0.0962107144700192,-1.93278166974701,-1.5556425991708,-0.0142690036081905,0.251632953157979,-0.507460529121284,0.478922521904903,0.0354402045962302,0.126944861332553,-0.213367151638004,0.284247560830465,0.167442348664068,0.307084395653833,-0.434432007031692,0.769316704359828
"S3",4,"P",0.104186193816574,0.0587235354801209,-0.0109098207693233,0.21928220840247,1535,232,1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",4,"NP",0.14145080074304,0.0252803983089645,0.0919021305426425,0.190999470943438,1535,232,1729,NA,-1.52323793197215,NA,NA,NA,0.575997573749565,NA,NA,NA,-0.310723236071344,NA,NA,NA,-0.52011946987513,NA,NA,NA
"S3",4,"NP_P",0.197462916709035,0.0245995270371912,0.149248729679421,0.245677103738649,1535,232,1729,NA,-1.43645967394688,NA,NA,NA,0.916429381572037,NA,NA,NA,-0.445232744903401,NA,NA,NA,-0.945727440164558,NA,NA,NA
"S3",4,"Eff_S",0.0359344072590254,0.0440773731031884,-0.0504556565563583,0.122324471074409,1535,232,1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",4,"Eff_P",0.184798272999909,0.0325481164745688,0.121005136945139,0.248591409054678,1535,232,1729,NA,-1.56523833255359,NA,NA,NA,-0.262981819830272,NA,NA,NA,0.07385835551946,NA,NA,NA,0.310414862906663,NA,NA,NA
"S3",4,"Eff1_union",0.111108149994574,0.0425227011889613,0.027765187138851,0.194451112850296,1535,232,1729,NA,-1.52618080389437,0.123372620625415,-1.76798669699851,-1.28437491079023,-0.336542679510963,0.14367596581482,-0.618142397952018,-0.0549429610699086,0.092473951617088,0.17406727813006,-0.248691644404746,0.433639547638922,0.324205970136436,0.156500684980978,0.0174702640178705,0.630941676255001
"S3",4,"Eff2_union",0.105018635925859,0.0435791687968203,0.0196050346078991,0.190432237243818,1535,232,1729,NA,-1.5336676113744,0.123176012270592,-1.77508815918403,-1.29224706356478,-0.325048852863343,0.142942296908354,-0.605210606671147,-0.0448870990555378,0.0848630542633552,0.173258420899108,-0.254717210717178,0.424443319243889,0.31990792201143,0.156020554416632,0.0141132545068587,0.625702589516001
"S3",4,"Eff1",-0.0293101652935708,0.0526615931463479,-0.132524991228914,0.0739046606417724,1535,232,1729,NA,-1.7010471046836,0.0819788427103704,-1.8617226838902,-1.540371525477,-0.103864682240304,0.239126836103205,-0.572544668739597,0.364815304258989,-0.0146049665927271,0.110555029899037,-0.231288843504588,0.202078910319134,0.335934141786127,0.297721501631571,-0.247589278834935,0.919457562407189
"S3",4,"Eff2",-0.0296289572820021,0.0521588697309513,-0.131858463428983,0.0726005488649788,1535,232,1729,NA,-1.69964395958292,0.0775440849467014,-1.85162757329257,-1.54766034587327,-0.0846605351681304,0.232866460652166,-0.541070411253689,0.371749340917428,-0.0349116645415267,0.106311783019394,-0.243278930391775,0.173455601308722,0.304641673614024,0.288350773501367,-0.260515457362923,0.86979880459097
"S3",5,"P",-0.0485597994837987,0.109897983794174,-0.263955889693946,0.166836290726349,1555,285,1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",5,"NP",0.344380789913364,0.0326112003133051,0.280464011806665,0.408297568020064,1555,285,1797,NA,-1.13394721786517,NA,NA,NA,1.25632595791969,NA,NA,NA,-0.577738892174741,NA,NA,NA,-1.33890193731896,NA,NA,NA
"S3",5,"NP_P",0.179036044185694,0.0244073844629914,0.131198449681408,0.22687363868998,1555,285,1797,NA,-1.41465141031497,NA,NA,NA,0.823404277550969,NA,NA,NA,-0.390537814436026,NA,NA,NA,-0.773912283935956,NA,NA,NA
"S3",5,"Eff_S",-0.116491411175819,0.0839489863352111,-0.281028400931477,0.0480455785798403,1555,285,1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",5,"Eff_P",0.0843561070636709,0.0441124955789071,-0.00210279553916945,0.170815009666511,1555,285,1797,NA,-1.82031242497244,NA,NA,NA,-0.15020012436041,NA,NA,NA,0.0441923957000553,NA,NA,NA,0.345620351147101,NA,NA,NA
"S3",5,"Eff1_union",0.0587938462298238,0.0648694537546062,-0.068347946825991,0.185935639285639,1555,285,1797,NA,-1.77590039659051,0.105077036727037,-1.98184760417769,-1.56995318900332,-0.218721178110755,0.124389239193372,-0.462519606994102,0.0250772507725927,0.0355388139247498,0.149026537240058,-0.256547831806481,0.32762545965598,0.362556753556394,0.135844846121594,0.0963057476726837,0.628807759440104
"S3",5,"Eff2_union",0.0513940948343794,0.0659985898731682,-0.0779607643474601,0.180748954016219,1555,285,1797,NA,-1.79489383054735,0.105094398916563,-2.0008750674007,-1.588912593694,-0.193502040411041,0.12459514513688,-0.437704037527867,0.0506999567057851,0.0362098165516737,0.14806658452752,-0.253995356436122,0.326414989539469,0.348905252764933,0.134741557650866,0.0848166525484083,0.612993852981459
"S3",5,"Eff1",-0.038156065665508,0.0534465688586749,-0.142909415725751,0.0665972843947348,1555,285,1797,NA,-1.71264875123725,0.0658781452893997,-1.84176754337277,-1.58352995910173,-0.0706555454639174,0.213182199159042,-0.488484977960684,0.347173887032849,0.00694364883546077,0.0908789481711303,-0.171175816532837,0.185063114203758,0.360471767820922,0.265749080276801,-0.160386858446252,0.881330394088095
"S3",5,"Eff2",-0.0505132112566743,0.0566883009284488,-0.161620239421202,0.0605938169078538,1555,285,1797,NA,-1.71854481172492,0.0652753595646069,-1.84648216554945,-1.59060745790039,-0.109483126753859,0.224374518960064,-0.549249102964084,0.330282849456365,0.0305927633852721,0.0973073099306706,-0.160126059511319,0.221311586281863,0.405716040815535,0.278424800393647,-0.139986540358767,0.951418621989836
"S3",6,"P",0.0837315752790389,0.0798952100319306,-0.0728601589208082,0.240323309478886,1543,283,1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",6,"NP",0.118003765689853,0.0251952341903059,0.0686220140948008,0.167385517284904,1543,283,1770,NA,-1.60157007269872,NA,NA,NA,0.45475412908356,NA,NA,NA,-0.16550111158249,NA,NA,NA,-0.367373164283909,NA,NA,NA
"S3",6,"NP_P",0.148634872389802,0.0238467231372518,0.101896153891491,0.195373590888114,1543,283,1770,NA,-1.59414519432845,NA,NA,NA,0.616729555597498,NA,NA,NA,-0.194421614326013,NA,NA,NA,-0.585545702384037,NA,NA,NA
"S3",6,"Eff_S",0.0181752143961412,0.054870501911352,-0.0893689931637449,0.125719421956027,1543,283,1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",6,"Eff_P",0.141046667931708,0.0390880849239083,0.0644354292562051,0.217657906607212,1543,283,1770,NA,-1.7383888241264,NA,NA,NA,0.0246243811438136,NA,NA,NA,0.00795549529417567,NA,NA,NA,0.0697707604611721,NA,NA,NA
"S3",6,"Eff1_union",0.118645692098517,0.0516558016782048,0.0174021812166916,0.219889202980342,1543,283,1770,NA,-1.70721507466682,0.110621968779545,-1.92403014937364,-1.49039999995999,-0.0452461648690972,0.141144539024567,-0.321884377971756,0.231392048233562,0.0216265804439573,0.155401262913355,-0.282954298018258,0.326207458906172,0.104053836642883,0.14646610187636,-0.183014447990757,0.391122121276524
"S3",6,"Eff2_union",0.123128222648319,0.0507910385321552,0.0235796163879084,0.222676828908729,1543,283,1770,NA,-1.69073165039084,0.111342998619407,-1.90895991761557,-1.47250338316611,-0.0395390311223108,0.140431784058959,-0.314780270162577,0.235702207917956,-0.00775434167165756,0.154285668908736,-0.310148696063452,0.294640012720137,0.0706336388006621,0.147394951294996,-0.218255157240565,0.35952243484189
"S3",6,"Eff1",0.0116988660290819,0.0547552591613889,-0.0956194698913971,0.119017201949561,1543,283,1770,NA,-1.71314179126674,0.0862889794200278,-1.88226508319271,-1.54401849934076,0.0686542675103421,0.246987118930751,-0.415431590239242,0.552740125259926,0.0069423494220891,0.103140298870271,-0.195208921718338,0.209093620562517,0.118920153333853,0.294545945251181,-0.458379291150768,0.696219597818475
"S3",6,"Eff2",0.0162427267256726,0.0548403766995131,-0.0912424365039826,0.123727889955328,1543,283,1770,NA,-1.71460839634465,0.0838350429514243,-1.87892206117181,-1.55029473151749,0.0752988621603156,0.243687362339771,-0.402319591513197,0.552917315833829,0.00123235928866469,0.101268497024776,-0.197250247648398,0.199714966225728,0.11126621422464,0.290019178018105,-0.457160929516757,0.679693357966037
"S3",7,"P",0.00812177105005578,0.0769606083359784,-0.142718249516755,0.158961791616867,1592,241,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",7,"NP",0.0574675170357101,0.0249160060325368,0.00863304257335533,0.106301991498065,1592,241,1800,NA,-1.69843571699278,NA,NA,NA,0.166163339145251,NA,NA,NA,0.0199767545103243,NA,NA,NA,-0.0211364167460791,NA,NA,NA
"S3",7,"NP_P",0.14473253271345,0.0238772947383708,0.0979338949779953,0.191531170448904,1592,241,1800,NA,-1.58780811099926,NA,NA,NA,0.579002421998721,NA,NA,NA,-0.143860260957496,NA,NA,NA,-0.529091417502985,NA,NA,NA
"S3",7,"Eff_S",-0.0754030550811379,0.0563630714864467,-0.18587264525263,0.035066535090354,1592,241,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",7,"Eff_P",0.122715617651561,0.0358658554543408,0.0524198326863333,0.193011402616788,1592,241,1800,NA,-1.65991906707781,NA,NA,NA,-0.467720610819236,NA,NA,NA,0.196751571082621,NA,NA,NA,0.565294940246108,NA,NA,NA
"S3",7,"Eff1_union",0.051430585561312,0.052642427683726,-0.0517466767575453,0.154607847880169,1592,241,1800,NA,-1.62223552305782,0.120220926845951,-1.85786420986391,-1.38660683625173,-0.535617396042201,0.142255720574503,-0.81443348496302,-0.256801307121381,0.194139676403123,0.160901475269797,-0.121221420185042,0.509500772991287,0.59128632079739,0.142125689198682,0.312725088690041,0.86984755290474
"S3",7,"Eff2_union",0.0550127472670939,0.0513589318250548,-0.0456489093944614,0.155674403928649,1592,241,1800,NA,-1.62614616181488,0.117386803576236,-1.85622006908458,-1.39607225454518,-0.517174496559037,0.140484353882978,-0.792518770561053,-0.241830222557021,0.194392047340391,0.159702101780733,-0.118618320405196,0.507402415085979,0.569786421135072,0.142309941569002,0.290864061017828,0.848708781252315
"S3",7,"Eff1",-0.063563443738161,0.0519702124369509,-0.16542318838348,0.0382963009071584,1592,241,1800,NA,-1.7566194748038,0.0671828814017509,-1.88829550272885,-1.62494344687874,-0.276842619303778,0.228984618749969,-0.725644225067353,0.171958986459797,0.191780678285377,0.10536135182148,-0.0147237766471766,0.39828513321793,0.517732157694258,0.274746876222207,-0.0207618245661508,1.05622613995467
"S3",7,"Eff2",-0.0655666953077863,0.0521642073122072,-0.167806662921793,0.0366732723062207,1592,241,1800,NA,-1.75948809520418,0.0668312078344021,-1.89047485560291,-1.62850133480544,-0.288684369353506,0.230342712343706,-0.740147789648439,0.162779050941427,0.197690525753365,0.106624597281503,-0.0112898447844676,0.406670896291198,0.534175067958454,0.276477700987736,-0.00771126850594284,1.07606140442285
"S3",8,"P",-0.0388550659867715,0.068085338413653,-0.172299877152753,0.0945897451792099,1515,260,1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",8,"NP",-0.0716263968521034,0.0266865670681336,-0.123931107176658,-0.0193216865275489,1515,260,1728,NA,-1.81863581770814,NA,NA,NA,-0.293777409769879,NA,NA,NA,0.199154315580253,NA,NA,NA,0.577602816888044,NA,NA,NA
"S3",8,"NP_P",0.127341167092744,0.0238079976307962,0.0806783491923689,0.17400398499312,1515,260,1728,NA,-1.57129108776244,NA,NA,NA,0.522682666314347,NA,NA,NA,-0.240711161924712,NA,NA,NA,-0.476069628231468,NA,NA,NA
"S3",8,"Eff_S",-0.00839201191817464,0.0415369230112683,-0.0898028850488735,0.0730188612125242,1515,260,1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",8,"Eff_P",-0.0149746098411146,0.0391952140472278,-0.0917958177400194,0.0618465980577902,1515,260,1728,NA,-1.73667282604877,NA,NA,NA,-0.209605111112255,NA,NA,NA,0.0534409975680213,NA,NA,NA,0.43293389258493,NA,NA,NA
"S3",8,"Eff1_union",0.00191322677959519,0.0558333949498555,-0.107518216456722,0.111344670015912,1515,260,1728,NA,-1.71252033041306,0.117935511640564,-1.94366968572687,-1.48137097509925,-0.272337565878164,0.129826954128288,-0.526793720192142,-0.0178814115641872,0.0733337464498469,0.156281450012162,-0.232972267025688,0.379639759925382,0.458574731895505,0.146794332629274,0.170863126807535,0.746286336983474
"S3",8,"Eff2_union",0.000547385184474415,0.0567850430569736,-0.11074925406775,0.111844024436699,1515,260,1728,NA,-1.72489310152017,0.117145969854704,-1.95449498336941,-1.49529121967094,-0.258926301595221,0.127295826184646,-0.508421536299399,-0.00943106689104312,0.068181180985681,0.155885904412375,-0.237349577360027,0.373711939331389,0.441030044440638,0.144428459874506,0.157955464744018,0.724104624137258
"S3",8,"Eff1",-0.0501214369862581,0.0510027998110801,-0.150085087726681,0.0498422137541651,1515,260,1728,NA,-1.8037103118685,0.0825501820517012,-1.96550569560706,-1.64191492812994,-0.196147935560146,0.235792733009138,-0.658293200074325,0.265997328954034,0.149318749023976,0.125336914275851,-0.0963370888900767,0.394974586938029,0.459275339084977,0.293816346812831,-0.116594118737301,1.03514479690726
"S3",8,"Eff2",-0.0592561310845389,0.0528836281412432,-0.162906137613184,0.0443938754441067,1515,260,1728,NA,-1.80833614654177,0.0817521518218119,-1.96856741977118,-1.64810487331237,-0.227460056445958,0.241687623259309,-0.701159093543289,0.246238980651373,0.165775191782161,0.129315872959081,-0.0876792618469949,0.419229645411316,0.499635815926355,0.300886289554,-0.0900904750413748,1.08936210689408
"S3",9,"P",-0.201500409777666,0.104017140528513,-0.405370258988394,0.00236943943306167,1539,254,1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",9,"NP",0.0109336292902939,0.024681190061076,-0.0374406143250031,0.0593078729055908,1539,254,1753,NA,-1.57360082129735,NA,NA,NA,0.0714271251893483,NA,NA,NA,-0.195954873961848,NA,NA,NA,0.080403610787348,NA,NA,NA
"S3",9,"NP_P",0.00748598777706844,0.0233463076707076,-0.0382719344295097,0.0532439099836465,1539,254,1753,NA,-1.65219494255137,NA,NA,NA,0.0113081159652669,NA,NA,NA,-0.107012971783644,NA,NA,NA,0.103005146206489,NA,NA,NA
"S3",9,"Eff_S",-0.0676718436251733,0.0631374087107717,-0.191418890775471,0.0560752035251247,1539,254,1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",9,"Eff_P",-0.25755630662462,0.0486651388834419,-0.352938226138806,-0.162174387110434,1539,254,1753,NA,-1.77628110171872,NA,NA,NA,0.089218376656294,NA,NA,NA,-0.0382104319746305,NA,NA,NA,0.252369378649768,NA,NA,NA
"S3",9,"Eff1_union",-0.0920781588168117,0.0626678723345568,-0.214904931580297,0.0307486139466735,1539,254,1753,NA,-1.71867920590287,0.110449412013448,-1.93515607556285,-1.50220233624289,0.0387749609619138,0.136292154405878,-0.228352753048979,0.305902674972806,-0.081062780957061,0.16078484004054,-0.396195276696554,0.234069714782432,0.248747609727582,0.143789651292558,-0.0330749281554049,0.530570147610568
"S3",9,"Eff2_union",-0.101992148923778,0.0654505990186531,-0.230272965766911,0.0262886679193545,1539,254,1753,NA,-1.75446502568021,0.10794647951052,-1.96603623777872,-1.5428938135817,0.0418920210675013,0.133017036203058,-0.218816579220753,0.302600621355755,-0.06312625618077,0.157781954350869,-0.372373204118817,0.246120691757277,0.249353046356829,0.14190151390687,-0.0287688102523455,0.527474902966004
"S3",9,"Eff1",-0.0265945923883648,0.0539877782229736,-0.132408693310729,0.0792195085339993,1539,254,1753,NA,-1.70915818942451,0.0819922209956369,-1.86985998958841,-1.54845638926061,-0.0831503341481421,0.23310909841584,-0.540035771511792,0.373735103215508,-0.00482812010289803,0.116251580644053,-0.232677031311095,0.223020791105299,0.284333828359697,0.285880526563809,-0.275981707586716,0.844649364306109
"S3",9,"Eff2",-0.0268808554433471,0.0566982400984605,-0.138007364023134,0.0842456531364402,1539,254,1753,NA,-1.70789619220105,0.0827900126894983,-1.87016163535208,-1.54563074905002,-0.0829655253552265,0.240307323274668,-0.553959224194799,0.388028173484346,-0.00821850077273861,0.120181778850137,-0.243770458916965,0.227333457371488,0.285414176628172,0.295800136576585,-0.294343437683963,0.865171790940306
"S3",10,"P",-0.132713670731231,0.108059730382505,-0.344506850460048,0.0790795089975866,1499,225,1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",10,"NP",0.083006637589527,0.0251409493903214,0.0337312822473528,0.132281992931701,1499,225,1687,NA,-1.70085713620368,NA,NA,NA,0.147754529082454,NA,NA,NA,-0.0669977634711405,NA,NA,NA,-0.063477140013395,NA,NA,NA
"S3",10,"NP_P",0.178606777166983,0.0247781343703618,0.13004252619698,0.227171028136986,1499,225,1687,NA,-1.54432907284694,NA,NA,NA,0.573382968360823,NA,NA,NA,-0.297272523086016,NA,NA,NA,-0.654243597347639,NA,NA,NA
"S3",10,"Eff_S",-0.0470219973148919,0.0626123603475634,-0.16973996858316,0.0756959739533761,1499,225,1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3",10,"Eff_P",-0.122140558267306,0.0401654264414892,-0.200863347516318,-0.0434177690182943,1499,225,1687,NA,-1.79695194833524,NA,NA,NA,-0.0136898574943724,NA,NA,NA,0.242391204215339,NA,NA,NA,0.291471026945409,NA,NA,NA
"S3",10,"Eff1_union",-0.0258377701287335,0.0638764008781437,-0.151033215311938,0.0993576750544708,1499,225,1687,NA,-1.75999401885837,0.114112537893731,-1.98365048331455,-1.5363375544022,-0.0730487130914943,0.154084169498968,-0.375048135897237,0.228950709714248,0.238272464467979,0.160281625063246,-0.0758737480395369,0.552418676975494,0.305420025695921,0.154765627266117,0.00208497020958137,0.608755081182262
"S3",10,"Eff2_union",-0.0133035511259897,0.0617229063932827,-0.134278224677961,0.107671122425981,1499,225,1687,NA,-1.75391325190452,0.113071890073592,-1.97553008411263,-1.53229641969641,-0.0889006920702632,0.153164727500393,-0.389098041672925,0.211296657532398,0.225851742984853,0.158927608927366,-0.0856406466618504,0.537344132631556,0.30310037442709,0.154307121061208,0.000663974589061644,0.605536774265119
"S3",10,"Eff1",-0.0113019008384913,0.0495040233295912,-0.108328003654321,0.085724201977338,1499,225,1687,NA,-1.79274554288794,0.0810486503639795,-1.95159797859692,-1.63389310717896,-0.207048330161552,0.225121906476553,-0.64827915898659,0.234182498663487,0.0896338243368453,0.0999749877847085,-0.106313551076015,0.285581199749706,0.386916850726578,0.277799141329358,-0.157559461215115,0.931393162668271
